,day,agg_lineitem_unblendedcost,agg_lineitem_usageamount,agg_lineitem_blendedcost,agg_pricing_publicondemandcost,agg_reservation_effectivecost,agg_reservation_amortizedupfrontfeeforbillingperiod,agg_reservation_amortizedupfrontcostforusage,agg_reservation_unusedamortizedupfrontfeeforbillingperiod,agg_reservation_unusednormalizedunitquantity,agg_reservation_recurringfeeforusage,agg_reservation_totalreservednormalizedunits,agg_reservation_unusedquantity,agg_reservation_unusedrecurringfee,agg_savingsplan_unusedamortizedupfrontcommitmentforbillingperiod,agg_savingsplan_totalcommitmenttodate,agg_savingsplan_savingsplaneffectivecost,agg_savingsplan_recurringcommitmentforbillingperiod,agg_savingsplan_amortizedcostforusage,agg_savingsplan_amortizedupfrontcommitmentforbillingperiod,bill_billingentity,bill_payeraccountid,lineitem_lineitemdescription,lineitem_lineitemtype,lineitem_operation,lineitem_usageaccountid,pricing_term,lineitem_usagetype,pricing_unit,pricing_purchaseoption,pricing_offeringclass,product_fromlocation,product_category,product_instancetype,product_instancefamily,product_operatingsystem,product_productfamily,product_productname,product_region,product_tolocation,reservation_endtime,reservation_starttime,reservation_reservationarn,reservation_modificationstatus,reservation_subscriptionid,savingsplan_endtime,savingsplan_starttime,savingsplan_savingsplanarn,savingsplan_region,savingsplan_purchaseterm,savingsplan_purchaseoption,savingsplan_paymentoption,savingsplan_instancetypefamily,reservation_duration,labels
481,2022-01-01,1.59896e-05,0.959375,1.59896e-05,1.59896e-05,,,,,,,,,,,,1.41028e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - EU (London),SavingsPlanCoveredUsage,Invoke,8382136128023,OnDemand,EUW2-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,eu-west-2,,,,,,,2024-11-21T04:21:54.000Z,2021-11-22T04:21:55.000Z,arn:aws:savingsplans::116462199383:savingsplan/d7738762-ab10-4d7b-a691-e0f451150131,Any,3yr,NoUpfront,No Upfront,,,1
492,2022-01-01,1.45771e-05,0.8746249999999999,1.45771e-05,1.45771e-05,,,,,,,,,,,,1.2857e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - Asia Pacific (Seoul),SavingsPlanCoveredUsage,Invoke,2124427380028,OnDemand,APN2-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,ap-northeast-2,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
499,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 069663383820 and UsageSku : YY4C5XTAZNQPB6J6,SavingsPlanNegation,Invoke,1269663383820,OnDemand,USW1-Request,Request,,,,,,,,Serverless,AWS Lambda,us-west-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
507,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 280255190353 and UsageSku : KERWZD8CJ22SEZWT,SavingsPlanNegation,Invoke,2812255190353,OnDemand,EUN1-Request,Requests,,,,,,,,Serverless,AWS Lambda,eu-north-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
517,2022-01-01,-2.14107e-05,1.03599994,-2.14107e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 195426992088 and UsageSku : N7S38YMSMVSPHNAH,SavingsPlanNegation,Invoke,1954269921288,OnDemand,MES1-Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,me-south-1,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
537,2022-01-01,-1.84875e-05,1.10924778,-1.84875e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 795341901830 and UsageSku : 4NX7CSSF3DVPXWBT,SavingsPlanNegation,Invoke,7953419121830,OnDemand,APS2-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,ap-southeast-2,,,,,,,2024-11-21T04:21:54.000Z,2021-11-22T04:21:55.000Z,arn:aws:savingsplans::116462199383:savingsplan/d7738762-ab10-4d7b-a691-e0f451150131,Any,3yr,NoUpfront,No Upfront,,,1
539,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 315357076454 and UsageSku : 3BE8DYKG4FYSZGDW,SavingsPlanNegation,Invoke,3153571276454,OnDemand,APN1-Request,Requests,,,,,,,,Serverless,AWS Lambda,ap-northeast-1,,,,,,,2024-11-29T13:09:26.000Z,2021-11-30T13:09:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/371cbc1c-1e71-4dbe-9b09-7e18cac310b7,Any,3yr,NoUpfront,No Upfront,,,1
542,2022-01-01,0.0,126.0,0.0,12.096,6.12675,,0.0,,,6.12675,,,,,,,,,,AWS,116462199383,"Linux/UNIX (Amazon VPC), m5.4xlarge reserved instance applied",DiscountedUsage,RunInstances,2611573971211,Reserved,USW2-BoxUsage:m5.large,Hrs,No Upfront,convertible,,,m5.large,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-west-2,,,,arn:aws:ec2:us-west-2:116462199383:reserved-instances/e8d27e73-51b6-430b-ae5a-c01f56897417,,2528403843.0,,,,,,No Upfront,,,,1
543,2022-01-01,153.636,3720.0,153.636,0.0,,0.0,,0.0,0.0,,14880.0,0.0,0.0,,,,,,,AWS,116462199383,"USD 0.0413 hourly fee per Linux/UNIX (Amazon VPC), t3.large instance",RIFee,RunInstances,3121213811993,Reserved,USW2-HeavyUsage:t3.large,Hrs,No Upfront,convertible,,,,,,,Amazon Elastic Compute Cloud,us-west-2,,2023-12-21T16:06:53.000Z,2021-05-01T22:00:00.000Z,arn:aws:ec2:us-west-2:301213811993:reserved-instances/cb72d2dc-8f77-41ec-b12b-2e4ba3e064d5,System,5831374610.0,,,,,,No Upfront,,,963 days 18:06:53,1
591,2022-01-01,1.82754e-05,0.936375,1.82754e-05,1.82754e-05,,,,,,,,,,,,1.64802e-05,,0.0,,AWS,116462199383,USD1.95172E-05 per seconds for Lambda-GB-Second in EU (Milan),SavingsPlanCoveredUsage,Invoke,1371260678419,OnDemand,EUS1-Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,eu-south-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
611,2022-01-01,1.52e-05,0.912,1.52e-05,1.52e-05,,,,,,,,,,,,1.368e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - Asia Pacific (Tokyo),SavingsPlanCoveredUsage,Invoke,127982277685,OnDemand,APN1-Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,ap-northeast-1,,,,,,,2024-11-29T13:09:26.000Z,2021-11-30T13:09:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/371cbc1c-1e71-4dbe-9b09-7e18cac310b7,Any,3yr,NoUpfront,No Upfront,,,1
614,2022-01-01,2.0000000000000002e-07,1.0,2.0000000000000002e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - EU (Ireland),SavingsPlanCoveredUsage,Invoke,1260131756031,OnDemand,EU-Request,Requests,,,,,,,,Serverless,AWS Lambda,eu-west-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
659,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 095134640594 and UsageSku : XM5KDGVKY9KYJWCG,SavingsPlanNegation,Invoke,1295134640594,OnDemand,CAN1-Request,Request,,,,,,,,Serverless,AWS Lambda,ca-central-1,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
667,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 770731739643 and UsageSku : 36D3E7396ZKUSWWW,SavingsPlanNegation,Invoke,7712731739643,OnDemand,APS1-Request,Requests,,,,,,,,Serverless,AWS Lambda,ap-southeast-1,,,,,,,2024-11-29T13:09:26.000Z,2021-11-30T13:09:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/371cbc1c-1e71-4dbe-9b09-7e18cac310b7,Any,3yr,NoUpfront,No Upfront,,,1
668,2022-01-01,2.85021e-05,1.710125,2.85021e-05,2.85021e-05,,,,,,,,,,,,2.51388e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - Asia Pacific (Sydney),SavingsPlanCoveredUsage,Invoke,3241223532611,OnDemand,APS2-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,ap-southeast-2,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
673,2022-01-01,2.0000000000000002e-07,1.0,2.0000000000000002e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - US West (Oregon),SavingsPlanCoveredUsage,Invoke,8579122222561,OnDemand,USW2-Request,Requests,,,,,,,,Serverless,AWS Lambda,us-west-2,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
677,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 429323816863 and UsageSku : KERWZD8CJ22SEZWT,SavingsPlanNegation,Invoke,429323816863,OnDemand,EUN1-Request,Requests,,,,,,,,Serverless,AWS Lambda,eu-north-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
679,2022-01-01,0.0,2.25,0.0,9.072,4.752,,0.0,,,4.752,,,,,,,,,,AWS,116462199383,"Linux/UNIX (Amazon VPC), r5.large reserved instance applied",DiscountedUsage,RunInstances,3121213811993,Reserved,USW2-BoxUsage:r5.16xlarge,Hrs,No Upfront,convertible,,,r5.16xlarge,Memory optimized,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-west-2,,,,arn:aws:ec2:us-west-2:301213811993:reserved-instances/db824284-2f84-4cfb-b844-6c5c7debfb7c,,5062223012.0,,,,,,No Upfront,,,,1
685,2022-01-01,0.0011662,5831.0,0.0011662,0.0011662,,,,,,,,,,,,0.0011662,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - US East (Northern Virginia),SavingsPlanCoveredUsage,Invoke,963874769787,OnDemand,Request,Requests,,,,,,,,Serverless,AWS Lambda,us-east-1,,,,,,,2024-11-29T13:09:26.000Z,2021-11-30T13:09:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/371cbc1c-1e71-4dbe-9b09-7e18cac310b7,Any,3yr,NoUpfront,No Upfront,,,1
699,2022-01-01,1.38167e-05,0.8289999999999998,1.38167e-05,1.38167e-05,,,,,,,,,,,,1.21863e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - US East (Northern Virginia),SavingsPlanCoveredUsage,Invoke,996663591733,OnDemand,Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,us-east-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
716,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 071823654482 and UsageSku : ZW6UHD4Q6EPUCZWU,SavingsPlanNegation,Invoke,1271823654482,OnDemand,APS2-Request,Request,,,,,,,,Serverless,AWS Lambda,ap-southeast-2,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
739,2022-01-01,0.0,23.164584,2.0546524618999995,4.447600128,1.8045210900000004,,0.0,,,1.8045210900000004,,,,,,,,,,AWS,116462199383,"Linux/UNIX (Amazon VPC), m5.large reserved instance applied",DiscountedUsage,RunInstances,533128182458,Reserved,USW2-BoxUsage:m5.xlarge,Hrs,No Upfront,standard,,,m5.xlarge,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-west-2,,,,arn:aws:ec2:us-west-2:116462199383:reserved-instances/6ec95689-e63e-4ece-a02f-543bb57eb5a7,,5008275071.0,,,,,,No Upfront,,,,1
744,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 949290565871 and UsageSku : 89U8ZQR2ZV45HXWY,SavingsPlanNegation,Invoke,9492912565871,OnDemand,APN3-Request,Requests,,,,,,,,Serverless,AWS Lambda,ap-northeast-3,,,,,,,2024-11-29T13:09:26.000Z,2021-11-30T13:09:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/371cbc1c-1e71-4dbe-9b09-7e18cac310b7,Any,3yr,NoUpfront,No Upfront,,,1
746,2022-01-01,2.0000000000000002e-07,1.0,2.0000000000000002e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - US West (Northern California),SavingsPlanCoveredUsage,Invoke,8159217291235,OnDemand,USW1-Request,Request,,,,,,,,Serverless,AWS Lambda,us-west-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
749,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 445948644520 and UsageSku : ZWHFK83WS2P4WZR6,SavingsPlanNegation,Invoke,4459486445212,OnDemand,USW2-Request,Requests,,,,,,,,Serverless,AWS Lambda,us-west-2,,,,,,,2024-11-29T13:09:26.000Z,2021-11-30T13:09:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/371cbc1c-1e71-4dbe-9b09-7e18cac310b7,Any,3yr,NoUpfront,No Upfront,,,1
765,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 983312604883 and UsageSku : ZWHFK83WS2P4WZR6,SavingsPlanNegation,Invoke,9833126124883,OnDemand,USW2-Request,Requests,,,,,,,,Serverless,AWS Lambda,us-west-2,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
774,2022-01-01,-1.20459e-05,0.72275255,-1.20459e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 475694646387 and UsageSku : 67ZV6RMYY72YSRDC,SavingsPlanNegation,Invoke,475694646387,OnDemand,APS1-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,ap-southeast-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
783,2022-01-01,-0.0463999999999999,4.0,-0.0463999999999999,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 593611884668 and UsageSku : F9GPUA3E29X6GJVE,SavingsPlanNegation,RunInstances,593611884668,OnDemand,USE2-BoxUsage:t2.micro,Hrs,,,,,t2.micro,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-east-2,,,,,,,2022-12-20T00:23:44.000Z,2019-12-21T00:23:45.000Z,arn:aws:savingsplans::116462199383:savingsplan/0494fc27-1d14-4125-a1af-a1fedc9ff166,Any,3yr,PartialUpfront,Partial Upfront,,,1
789,2022-01-01,-5.76,6.0,-5.76,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 095415062695 and UsageSku : SD9XDMQX6ZX5F92E,SavingsPlanNegation,RunInstances,1295415062695,OnDemand,APS1-BoxUsage:m5.4xlarge,Hrs,,,,,m5.4xlarge,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,ap-southeast-1,,,,,,,2024-06-29T23:59:59.000Z,2021-07-01T00:00:00.000Z,arn:aws:savingsplans::116462199383:savingsplan/5d5f0e06-8058-400f-bf6f-f96d4d643bfa,Any,3yr,NoUpfront,No Upfront,,,1
801,2022-01-01,-1.64646e-05,0.98787402,-1.64646e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 441911461374 and UsageSku : 7N49FRQMXS49C2QS,SavingsPlanNegation,Invoke,441911461374,OnDemand,EUN1-Lambda-GB-Second,Second,,,,,,,,Serverless,AWS Lambda,eu-north-1,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
802,2022-01-01,1.02792e-05,0.61675,1.02792e-05,1.02792e-05,,,,,,,,,,,,9.2513e-06,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - US West (Northern California),SavingsPlanCoveredUsage,Invoke,6128198941038,OnDemand,USW1-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,us-west-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
836,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 919325875512 and UsageSku : ZEA64MMVK5QRB5TC,SavingsPlanNegation,Invoke,919325875512,OnDemand,USE2-Request,Request,,,,,,,,Serverless,AWS Lambda,us-east-2,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
840,2022-01-01,0.0,1.4471175,0.0661134458,0.120400176,0.04839161,,0.0,,,0.04839161,,,,,,,,,,AWS,116462199383,"Linux/UNIX (Amazon VPC), t3.nano reserved instance applied",DiscountedUsage,RunInstances,917879595224,Reserved,USW2-BoxUsage:t3.large,Hrs,No Upfront,standard,,,t3.large,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-west-2,,,,arn:aws:ec2:us-west-2:116462199383:reserved-instances/7a4f8b39-5c73-4832-a5a4-1bc5e4449bf0,,5255953574.0,,,,,,No Upfront,,,,1
861,2022-01-01,2.01174e-05,1.03075,2.01174e-05,2.01174e-05,,,,,,,,,,,,1.81412e-05,,0.0,,AWS,116462199383,USD1.95172E-05 per seconds for Lambda-GB-Second in EU (Milan),SavingsPlanCoveredUsage,Invoke,8518242124713,OnDemand,EUS1-Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,eu-south-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
888,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 761593364240 and UsageSku : CKZQ3D25MV9ET243,SavingsPlanNegation,Invoke,7615933642412,OnDemand,EUC1-Request,Request,,,,,,,,Serverless,AWS Lambda,eu-central-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
896,2022-01-01,2.0000000000000002e-07,1.0,2.0000000000000002e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - South America (Sao Paulo),SavingsPlanCoveredUsage,Invoke,9112399967335,OnDemand,SAE1-Request,Request,,,,,,,,Serverless,AWS Lambda,sa-east-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
905,2022-01-01,-9.7938e-06,0.5876268199999999,-9.7938e-06,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 958672853225 and UsageSku : 7V27U9PFRJGUDWJ8,SavingsPlanNegation,Invoke,958672853225,OnDemand,EUW3-Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,eu-west-3,,,,,,,2024-11-29T13:09:26.000Z,2021-11-30T13:09:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/371cbc1c-1e71-4dbe-9b09-7e18cac310b7,Any,3yr,NoUpfront,No Upfront,,,1
906,2022-01-01,1.16813e-05,0.700875,1.16813e-05,1.16813e-05,,,,,,,,,,,,1.03029e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - EU (London),SavingsPlanCoveredUsage,Invoke,596965727278,OnDemand,EUW2-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,eu-west-2,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
913,2022-01-01,2.0000000000000002e-07,1.0,2.0000000000000002e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - Asia Pacific (Seoul),SavingsPlanCoveredUsage,Invoke,632884586654,OnDemand,APN2-Request,Requests,,,,,,,,Serverless,AWS Lambda,ap-northeast-2,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
914,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 007158613924 and UsageSku : VPGUBFQ4KNZKMKGJ,SavingsPlanNegation,Invoke,1207158613924,OnDemand,APS3-Request,Request,,,,,,,,Serverless,AWS Lambda,ap-south-1,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
925,2022-01-01,-1.21479e-05,0.72887254,-1.21479e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 209366052338 and UsageSku : 46GNEXAQAPS9YGE2,SavingsPlanNegation,Invoke,2129366052338,OnDemand,USW1-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,us-west-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
929,2022-01-01,-1.7081e-05,0.8264986699999999,-1.7081e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 405570040990 and UsageSku : N7S38YMSMVSPHNAH,SavingsPlanNegation,Invoke,4125570040990,OnDemand,MES1-Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,me-south-1,,,,,,,2024-11-29T13:09:26.000Z,2021-11-30T13:09:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/371cbc1c-1e71-4dbe-9b09-7e18cac310b7,Any,3yr,NoUpfront,No Upfront,,,1
966,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 139969934314 and UsageSku : B5V2RNHAWGVJBZD3,SavingsPlanNegation,Invoke,139969934314,OnDemand,EU-Request,Requests,,,,,,,,Serverless,AWS Lambda,eu-west-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
981,2022-01-01,-1.98875e-05,1.19324761,-1.98875e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 627784171120 and UsageSku : 4NX7CSSF3DVPXWBT,SavingsPlanNegation,Invoke,6277841711212,OnDemand,APS2-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,ap-southeast-2,,,,,,,2024-11-21T04:21:54.000Z,2021-11-22T04:21:55.000Z,arn:aws:savingsplans::116462199383:savingsplan/d7738762-ab10-4d7b-a691-e0f451150131,Any,3yr,NoUpfront,No Upfront,,,1
993,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 060711509644 and UsageSku : KERWZD8CJ22SEZWT,SavingsPlanNegation,Invoke,1260711509644,OnDemand,EUN1-Request,Requests,,,,,,,,Serverless,AWS Lambda,eu-north-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
